omega,amp_mean,weight_mean,cluster_k3,cluster_k4,cluster_k5
4.72,0.025844202930535333,0.0004273610300905956,1,0,3
4.73,0.02583903779668454,0.00042663593924328126,1,0,3
4.74,0.025833872044884222,0.00042591907003932056,1,0,3
4.75,0.025828705508986683,0.00042521032246673976,1,0,3
4.76,0.02582353802392633,0.00042450959841616287,1,0,3
4.7700000000000005,0.025818369425707914,0.0004238168016185974,1,0,3
4.78,0.025813199551395615,0.0004231318375859061,1,0,3
4.79,0.025808028239102276,0.0004224546135538099,1,0,3
4.8,0.025802855327979997,0.00042178503842752645,1,0,3
4.8100000000000005,0.025797680658209133,0.00042112302272990083,1,0,3
4.82,0.02579250407098806,0.0004204684785518945,1,0,3
4.83,0.025787325408523513,0.00041982131950514214,1,0,3
4.84,0.025782144514020645,0.00041918146067682733,1,0,3
4.8500000000000005,0.02577696123167233,0.0004185488185866988,1,0,3
4.86,0.025771775406652955,0.00041792331114555556,1,0,3
4.87,0.02576658688510421,0.000417304857616447,1,0,3
4.88,0.025761395514130297,0.0004166933785768245,1,0,3
4.89,0.025756201141785715,0.0004160887958831688,1,0,3
4.9,0.025751003617068266,0.0004154910326366023,1,0,3
4.91,0.025745802789909296,0.0004149000131505234,1,0,3
4.92,0.02574059851116535,0.00041431566291970037,1,0,3
4.93,0.02573539063260987,0.0004137379085905301,1,0,3
4.94,0.02573017900692406,0.00041316667793297036,1,0,3
4.95,0.02572496348768887,0.0004126018998137866,1,0,3
4.96,0.025719743929377082,0.0004120435041706671,1,0,3
4.97,0.02571452018734662,0.00041149142198792545,1,0,3
4.98,0.025709292117829366,0.00041094558527331036,1,0,3
4.99,0.02570405957792591,0.0004104059270355898,1,0,3
5.0,0.025698822425598546,0.00040987238126346056,1,0,3
